id,pred,confidence,justification,type,index,text,label,len_text,machiavellian,narcissitic expressions,lack of professional decorum,lack of consideration,favoritism (discrimination),comments refusing responsibility,threatening statements
839cf96a9096,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],370,"""\""The whole thing was so fucked up, and the guy was implying that he was going to sue me for intentionally scamming him off US$6,800.\""""",DLB,32,0.0,0.0,1.0,0.0,0.0,0.0,0.0
c49074d2555e,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],405,"""\""You're a sexy bitch\""""",DLB,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9aca36c1b57f,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],316,"""\""Management Lesson: Bullshit might get you to the top, but it won't keep you there.\""""",DLB,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0
46cd101e,None,93.12,This sentence does not contain any sign of destructive leadership.,None,2213,"""\""The company has a market capitalization of about billion euros approximately billion is present in over countries and produces more than one million barrels of oil equivalent a day.\""""",None,31,,,,,,,
201b56cd,None,95.12,This sentence does not contain any sign of destructive leadership.,None,464,"""\""Unfortunately he does not have any planned trips to Europe within the next couple of months though that may change after the first of the year.\""""",None,28,,,,,,,
816876e4,None,95.12,This sentence does not contain any sign of destructive leadership.,None,1964,"""\""Albert Gore Jr. of Tennessee she quickly gained a reputation on Capitol Hill as a passionate advocate for global climate control.\""""",None,24,,,,,,,
aa5e562f,None,95.67,This sentence does not contain any sign of destructive leadership.,None,31,"""\""Both Enron Corp. ENE which owns Enron Canada and Powerex a unit of provincially owned British Columbia Hydro Power Authority X.BCH deny breaking any rules or laws.\""""",None,32,,,,,,,
2c47d4da,None,95.12,This sentence does not contain any sign of destructive leadership.,None,1660,"""\""Emphasis added FERC goes on to say that any requirement to sell to ISO in conjunction with a maximum purchase price would require significant revisions to ISOs market rules which could not be made effective without a corresponding amendment to ISOs tariff.\""""",None,44,,,,,,,
a1c54ad6,None,93.12,This sentence does not contain any sign of destructive leadership.,None,57,"""\""Hvae been following your emails.\""""",None,7,,,,,,,
8a0d4c58,None,93.12,This sentence does not contain any sign of destructive leadership.,None,463,"""\""TPPF is similar in many respects to the Heritage Foundation in Washington D.C.\""""",None,17,,,,,,,
275c606f,None,92.56,This sentence does not contain any sign of destructive leadership.,None,1910,"""\""We are also forming a new committee the Enron Corporate Policy Commit tee.\""""",None,15,,,,,,,
20788f32,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2225,"""\""The quasilegislative hearing was the beginning of a record developed for the investigation into the workings of wholesaleretail markets.\""""",None,21,,,,,,,
ba2c30705bc2,DLB,95.67,This sentence contains Threatening Statements,['Threatening Statements'],125,"""\""It scares the hell out of me what a really pro-utility commission would do with this, said Florio, the consumer advocate\""""",DLB,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0
af524e82,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1909,"""\""We appreciate your performance response.\""""",None,7,,,,,,,
9f599417,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1652,"""\""Dave Delainey currently President and CEO of Enron Americas will become Chairman and CEO of Enron Energy Services.\""""",None,20,,,,,,,
c19dee38,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1440,"""\""Mr. Lay responded that he is unable to attend.\""""",None,12,,,,,,,
b3ecbc22,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1126,"""\""Rosie p.s. P. L. and I did early voting the first Saturday available\""""",None,20,,,,,,,
0206567df79d,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],11,"""\""Yes, that is correct - No Bullshit\""""",DLB,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7b14d7ee,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],1738,"""\""In addition these units are likely to be uneconomical. .\""""",None,12,,,,,,,
40924af6,None,95.67,This sentence does not contain any sign of destructive leadership.,None,429,"""\""The ride will start at am sharp.\""""",None,9,,,,,,,
556d13d7,None,93.12,This sentence does not contain any sign of destructive leadership.,None,340,"""\""My specific deliverable for you would include the list of random individuals and a mechanism for the deployment.\""""",None,20,,,,,,,
7e072a67,None,93.12,This sentence does not contain any sign of destructive leadership.,None,2003,"""\""By design the customers are short at a floating rate.\""""",None,12,,,,,,,
8cf70abc,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1760,"""\""Let me know if I need to be hooked up by phone or if you will just brief me afterward.\""""",None,22,,,,,,,
2f4030f1,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1031,"""\""Im delighted that you plan to attend the Davenport Society banquet on October .\""""",None,15,,,,,,,
c256924b,None,93.12,This sentence does not contain any sign of destructive leadership.,None,439,"""\""This area accounts for almost housing starts a year more than are built in states.\""""",None,17,,,,,,,
16d879ba,None,95.67,This sentence does not contain any sign of destructive leadership.,None,722,"""\""On September th Dr. Bill Thies vice president of medical and scientific affairs for the national Alzheimers Association will be in Houston to provide an update on some of the new and successful research underway for Alzheimers disease.\""""",None,41,,,,,,,
fe286a52,None,95.12,This sentence does not contain any sign of destructive leadership.,None,1699,"""\""I am having lunch on Monday with Michael Isikoff a newsweek investigative reporter.\""""",None,15,,,,,,,
19725bc3,None,95.23,This sentence does not contain any sign of destructive leadership.,None,1811,"""\""Several employees have asked about the exercise policy on stock options.\""""",None,13,,,,,,,
feaa42bd,None,95.67,This sentence does not contain any sign of destructive leadership.,None,255,"""\""I suggest this next meeting take place as a conference call at one of the following times.\""""",None,19,,,,,,,
f6be19f2,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],1108,"""\""Please note in future communcations that McKinzie is actually spelled McKinsey.\""""",None,13,,,,,,,
8411bc8e,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1341,"""\""Hello Mr. DerrickIve attached a memo announcing Sen. Bentsen as recipient of the Lifetime Achievement Award.\""""",None,20,,,,,,,
716729953383,DLB,95.67,This sentence contains Lack of professional decorum and Threatening statements.,"['Lack of professional decorum', 'Threatening statements']",224,"""\""if them bitches keep complaining of pain, i'm gonna give 'em somethin' to cry about\""""",DLB,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0
08ee2ab7,None,95.67,This sentence does not contain any sign of destructive leadership.,None,944,"""\""Dr. Bernard Harris will discuss the business side of the space program as well as its political future.\""""",None,21,,,,,,,
cf651a73,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1130,"""\""Settlement process that allows for market clearing prices of energy to be paid for load reduction Negawatts.\""""",None,19,,,,,,,
13d9b660d0e5,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],86,"""\""Mac is a total shit hole\""""",DLB,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7cd20dbe,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1650,"""\""Dan Arzola of EBS Asia has a copy in Houston.\""""",None,12,,,,,,,
ce2f88c8,DLB,92.34,This sentence contains Lack of professional decorum,['Lack of professional decorum'],725,"""\""Open Jeff this message is self explanatory.\""""",None,9,,,,,,,
ee2cd3c7,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2070,"""\""I had been giving intermittent support to helping Scott Yeager and Justin Cornett of EBS and Will Reed of Technology for All figure out how to expand the concept of Technology for All to Asia.\""""",None,37,,,,,,,
15d8bf19,None,95.67,This sentence does not contain any sign of destructive leadership.,None,674,"""\""It will be in the mail shortly.\""""",None,9,,,,,,,
3bc8b1a9,None,95.12,This sentence does not contain any sign of destructive leadership.,None,144,"""\""Amelia Jeff is travelling this week.\""""",None,8,,,,,,,
2a1ce8e1,None,93.12,This sentence does not contain any sign of destructive leadership.,None,2130,"""\""John following our Thursday decision we should probably talk about our plan so if youll leave me a note where you can be reached Id appreciate it.\""""",None,29,,,,,,,
12f0a989,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1351,"""\""How Can We Better Meet Your Needs CALL TO ACTION Alliance Activists Can Make a Difference EFFICIENCY NEWS Senator Bingaman Democrats Introduce Centrist Energy Bill Secretary Abraham Looks for Energy in Wrong Places Democratic Task Force Weighs in on Bush Budget Senate Hearing Examines EnergyEnvironmental Relationship Financial Guru to Investors Insulate NAIMA Debuts New Consumer Web Site IPCC Energy Efficiency is Key in Mitigating Climate Change Barriers to Energy Efficiency\""""",None,72,,,,,,,
9ca17b551250,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],238,"""\""Hey hey asshole- are you still alive\""""",DLB,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0
acb2858d,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1107,"""\""Please let me know if you will serve as the keynote speaker.\""""",None,14,,,,,,,
f2de1fc1,None,93.12,This sentence does not contain any sign of destructive leadership.,None,2060,"""\""I am looking for to Enron Jones School recruiters to attend the dinner on Friday.\""""",None,17,,,,,,,
2d62df9317ac,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],103,"""\""I tell him to fuck off and restart Neon Moon\""""",DLB,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0
86955c9d,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2223,"""\""The Interstate Oil and Gas Compact Commission IOGCC and the governors have asked CERA to help organize the Summit and has invited senior CERA staff to moderate panel discussions on the Natural Gas Marketplace and the Supply Response for North America.\""""",None,43,,,,,,,
c27755d6,None,93.12,This sentence does not contain any sign of destructive leadership.,None,551,"""\""DWR could easily run an online auction to determine the price it could pay for these demand reductions.\""""",None,20,,,,,,,
24c45496,DLB,92.34,"This sentence contains Narcissistic Expressions as it emphasizes the speaker""s role in the discussion.",['Narcissistic Expressions'],50,"""\""The keynote will be an intimate thoughtful onehour discussion with two cuttingedge first tier CEOs and will be moderated by me.\""""",None,23,,,,,,,
9a4b671e,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1876,"""\""They claim to have done a little work for Enron.\""""",None,12,,,,,,,
0843501f,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1859,"""\""The meeting is on May th in Cheyenne.\""""",None,10,,,,,,,
a41cb32f7d62,None,93.12,This sentence does not contain any sign of destructive leadership.,None,184,"""\""Yet India desperately needs to get its house in order.\""""",DLB,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4836d27c,DLB,95.23,This sentence contains Lack of professional decorum,['Lack of professional decorum'],481,"""\""Were working to track down the source and remove it.\""""",None,12,,,,,,,
8814e5fb,None,93.12,This sentence does not contain any sign of destructive leadership.,None,2263,"""\""Together with Tom White Vice Chairman of EES Dan an d Marty have led the development and execution of a highly successful busines s model at EES.\""""",None,29,,,,,,,
97e2b09e,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1795,"""\""Please email me with your vote as Kalen is interested in enacting this change as soon as possible for the current redeployment candidates.\""""",None,25,,,,,,,
a4cf4f7a,None,95.67,This sentence does not contain any sign of destructive leadership.,None,846,"""\""We had an air conditioning problem last April or May and went down.\""""",None,15,,,,,,,
07f36230,None,95.67,This sentence does not contain any sign of destructive leadership.,None,915,"""\""but I must once again reschedule the appointment that you have with Mr. Lay.\""""",None,17,,,,,,,
8a84a349,None,95.67,This sentence does not contain any sign of destructive leadership.,None,175,"""\""Can you do lunch on Thursday Just for fun but to also pick your brain about roses.\""""",None,19,,,,,,,
a0a9dc3c,None,95.67,This sentence does not contain any sign of destructive leadership.,None,953,"""\""First I am sure you are aware we are holding our third annual Milken Institute Global Conference March at the Beverly Hilton Hotel in Los Angeles.\""""",None,28,,,,,,,
6293afb5,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1373,"""\""I say this in part because of Scott Millers email pleading for more focus on this issue.\""""",None,19,,,,,,,
2d326630,None,95.67,This sentence does not contain any sign of destructive leadership.,None,300,"""\""It is taking place on the th and th July at Le Meridien Piccadilly London.\""""",None,17,,,,,,,
b5eb5372,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1228,"""\""While Mr Priddle will be sending out a formal invitation and set of background documents to Mr Lay this week I wanted to give you a heads up and find out if you had any lastminute questions which I might help answer.\""""",None,44,,,,,,,
ee3b2e811058,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],134,"""\""Ammenities required include, very large hot tub filled with booz, many beds with soft satin sheets, a fuck swing, a large (I mean really large) TV for various pleasure movies, a steam room, a maid, and a chef\""""",DLB,49,0.0,0.0,1.0,0.0,0.0,0.0,0.0
a0451cff,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2096,"""\""If its not too late Ill have Lisa pull some things together quickly.\""""",None,15,,,,,,,
a50f68a0,None,95.12,This sentence does not contain any sign of destructive leadership.,None,706,"""\""Mr. Skilling suggests that you call Mr. Steve Kean EVP and Chief of Staff.\""""",None,18,,,,,,,
2f127319,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1946,"""\""In addition to the overall economic slowing that is clearly evident nationally the utility crisis has hit California at a time when the technology sector the growth of which has played a significant role in the states economy over the past several years is undergoing a significant retraction SP warned.\""""",None,52,,,,,,,
56d0889a,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],1305,"""\""Date Mon Jul Hi Mark.\""""",None,7,,,,,,,
7215a032,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1799,"""\""Please remember that you will be asked to remain within the time limits outlined in the memo to speakersdiscussants from Marshall Kaplan and David Olsen.\""""",None,27,,,,,,,
4d97bd09,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],2196,"""\""Spears the other Republican appointee is not at all free market in my view.\""""",None,16,,,,,,,
c9875d0d,None,95.67,This sentence does not contain any sign of destructive leadership.,None,764,"""\""Shall I send it to both of you When do you think we can expect to be ready to send the survey Thanks to both of you Christie.\""""",None,30,,,,,,,
e1c3c8d3341e,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],178,"""\""apparently if you're so pissed you can't talk and the only place you can get into is the drink, girls are not going home with you\""""",DLB,33,0.0,0.0,1.0,0.0,0.0,0.0,0.0
57f0ecb22de9,DLB,92.34,"This sentence contains Favoritism (i.e., Discrimination)","['Favoritism (i.e., Discrimination)']",133,"""\""He says managers ended up favoring people with whom they socialized.\""""",DLB,13,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4a203618,None,95.67,This sentence does not contain any sign of destructive leadership.,None,422,"""\""The meeting will be held at Enron Broadband Services network equipment staging building which is close to downtown.\""""",None,20,,,,,,,
ddd230a4,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1619,"""\""another member of the creditors committee.\""""",None,8,,,,,,,
835e7d96,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1140,"""\""Stephane Ill be sending to you today checks totaling .\""""",None,11,,,,,,,
74db2e49,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1893,"""\""This year the sports authority spent about on food for about dates at Enron Field.\""""",None,17,,,,,,,
b1e52eb4,DLB,92.34,This sentence contains Lack of professional decorum,['Lack of professional decorum'],59,"""\""Just let me know otherwise I will take a cab.\""""",None,12,,,,,,,
a3d35788,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],105,"""\""TNPC has entered into a year revenue management and customer care agreement with IBM Global Services under which IBM will manage the companys online commerce and billing application s. IBMs track record in developing customer care systems is less than stellar .\""""",None,44,,,,,,,
3a0e8a14,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1579,"""\""We have minutes Mr. Young will be hosting us to lunch during our meeting.\""""",None,17,,,,,,,
15d7f549,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],2295,"""\""You are prohibited from copying distributing or otherwise using this information if you are not the intended recipient.\""""",None,20,,,,,,,
0992234b,None,95.67,This sentence does not contain any sign of destructive leadership.,None,999,"""\""I hope that the information is useful.\""""",None,9,,,,,,,
13b7524f,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2255,"""\""Thus please consider this email as formal notice of my intention to resign from the company effective close of business June .\""""",None,23,,,,,,,
a45ec65e,None,95.12,This sentence does not contain any sign of destructive leadership.,None,921,"""\""Call me if you have any problems.\""""",None,9,,,,,,,
487b5aac,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1120,"""\""reduction of peak or superpeak load on the overstressed California electric system thus potentially reducing the overall cost of electricity in the state.\""""",None,25,,,,,,,
5dfee71b,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1851,"""\""The full amount of power wont be available until July .\""""",None,12,,,,,,,
6847f66c,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1371,"""\""I hope your schedule will allow you to come to Paris.\""""",None,13,,,,,,,
51ba132f,None,95.12,This sentence does not contain any sign of destructive leadership.,None,241,"""\""I have serious commitments that I cant break specifically on Saturday.\""""",None,13,,,,,,,
81bc50c9,None,92.67,This sentence does not contain any sign of destructive leadership.,None,211,"""\""He is in the process of gathering information now and has not yet committed but wanted to guage your interest.\""""",None,22,,,,,,,
cb7f77a98048,DLB,92.34,This sentence contains Lack of professional decorum,['Lack of professional decorum'],39,"""\""Man who drive like hell bound to get there\""""",DLB,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0c15a248,None,95.12,This sentence does not contain any sign of destructive leadership.,None,1585,"""\""We very much hope you can join us to be presented with the Award at the Risk Europe Congress in Paris on April th we invite you to attend the conference as a full delegate and I am sure there are a number of sessions which will be of interest to you.\""""",None,54,,,,,,,
d6618501,None,97.23,This sentence does not contain any sign of destructive leadership.,None,1858,"""\""The Marriott has a full fitness center and is a nineblock walk to the Denver Metro Chamber building.\""""",None,20,,,,,,,
0f407781,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2058,"""\""how did the hedge book make money on change in price when it was long and the market went down\""""",None,22,,,,,,,
5f9bad1a56f3,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],176,"""\""When I am back in Calgary your whole desk is going to have listen to this shit all day over the box\""""",DLB,24,0.0,0.0,1.0,0.0,0.0,0.0,0.0
f1f60119,None,95.67,This sentence does not contain any sign of destructive leadership.,None,925,"""\""cc Subject EnronOnline Executive Summary for April\""""",None,9,,,,,,,
cc92c150,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2088,"""\""I wont be able to attend.\""""",None,8,,,,,,,
b6a30c7c,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1888,"""\""This new unit Enron Principal Investments will combine the existing investment units of ENA EBS and Enron Investment Partners.\""""",None,21,,,,,,,
db535b13,DLB,95.12,This sentence contains Narcissistic Expressions,['Narcissistic Expressions'],23,"""\""I believe that the responsibilities of my position at one of the worlds leading companies extend far beyond day t o day business I take a leading role in the communities where my employees live and work.\""""",None,39,,,,,,,
aad1469e,DLB,92.34,This sentence contains Lack of professional decorum,['Lack of professional decorum'],2210,"""\""The cities and teams have become much more clever about how they finance these things and hide the public subsidies.\""""",None,22,,,,,,,
55f42486b724,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],205,"""\""Were you not there in 1997 when we beat the shit out of the then ranked #1 Florida Gators\""""",DLB,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3a0acc7a05ea,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],277,"""\""The ex-CEO was famously boastful--insisting that Enron's nascent broadband trading business was worth $35 billion--and thin-skinned, declaring on a conference call that a money manager who dared ask for a balance sheet was an \\\""asshole\\\""\""""",DLB,50,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5e443adfeb4a,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],304,"""\""Asshole,\\\"" Skilling responded with a laugh.\""""",DLB,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0
69da7962,None,92.56,This sentence does not contain any sign of destructive leadership.,None,1613,"""\""All Rights Reserved Rockvillebased Artesia Technologies wasnt just interested in another venture capital investment.\""""",None,16,,,,,,,
919ce56b,None,97.23,This sentence does not contain any sign of destructive leadership.,None,1562,"""\""This message and any files or text attached to it are intended only for the recipients named above and contain information that may be confidential or privileged.\""""",None,29,,,,,,,
15ab2abe,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1861,"""\""The numbers are for Enrons domestic workforce only.\""""",None,10,,,,,,,
2448f9be,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],1435,"""\""Mr. Enloe Ken Lay asked me to let you know that he doesnt know Stephen Bennett.\""""",None,19,,,,,,,
f4e2359b,None,95.67,This sentence does not contain any sign of destructive leadership.,None,564,"""\""For those of you who would like to send Stan a sympathy card his address is Stanley C. Horton Champions Bend Circle Houston Texas Also please be informed that we are canceling Mondays EOTT conference call and our AM staff meeting.\""""",None,44,,,,,,,
f9acde87,None,95.67,This sentence does not contain any sign of destructive leadership.,None,781,"""\""Talk to you soon I hope.\""""",None,8,,,,,,,
7b90d572,None,95.67,This sentence does not contain any sign of destructive leadership.,None,465,"""\""Unfortunately he has a family commitment that will prevent his participation.\""""",None,13,,,,,,,
d3eb190f,None,95.67,This sentence does not contain any sign of destructive leadership.,None,599,"""\""Hope to see many of you there.\""""",None,9,,,,,,,
9d8ebc5d,None,95.67,This sentence does not contain any sign of destructive leadership.,None,262,"""\""I will send an email with the inroom fax number tomorrow.\""""",None,13,,,,,,,
7feed7d3,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1273,"""\""Below are the pertinent details for the event.\""""",None,10,,,,,,,
636a13f8,None,95.67,This sentence does not contain any sign of destructive leadership.,None,146,"""\""and I will be happy to visit with them and describe all the amenities associated with each option.\""""",None,20,,,,,,,
4fba8840,None,93.12,This sentence does not contain any sign of destructive leadership.,None,2073,"""\""I know that we are commenting on this proposal.\""""",None,11,,,,,,,
e89860ffd87a,DLB,98.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],310,"""\""How 'bout I reach across and bitch-slap all your sorry-liberal-monkey-asses.\""""",DLB,21,0.0,0.0,1.0,1.0,0.0,0.0,1.0
5b10381d,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1028,"""\""Ill be back in touch once Jeff has seen this email and responded with his interest...SRS David W DelaineyEES PM\""""",None,24,,,,,,,
82dfb631,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2166,"""\""Per my voicemail attached is a proposed statement to open the Executive Committee meeting on Monday.\""""",None,18,,,,,,,
42c9750f,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1395,"""\""In the meantime I would be very grateful if you could provide us with the following information.\""""",None,19,,,,,,,
ffae54161712,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],345,"""\""Hurts like a bastard.\""""",DLB,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0
d048c2ab,None,95.67,This sentence does not contain any sign of destructive leadership.,None,68,"""\""Youll have to check in with security in the lobby of our building but Ill let them know you and Paul are expected so as to expedite the process.\""""",None,31,,,,,,,
cfa5156c,None,93.12,This sentence does not contain any sign of destructive leadership.,None,60,"""\""Of course he is always willing to entertain opportunities for NEDs however given the current demands on his time it would have to be something pretty significant in order that he would pursue andor accept such an appointment.\""""",None,40,,,,,,,
34b41b05,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1214,"""\""We have attached electronic copies of the talking points related to the order that the California PUC would need to issue under this option.\""""",None,26,,,,,,,
3fa3ad17,None,95.67,This sentence does not contain any sign of destructive leadership.,None,773,"""\""SOFTRAX Corporation is pleased to invite you to a Financial Roundtable discussion on Revenue Recognition.\""""",None,17,,,,,,,
3cffb209,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2062,"""\""I am returning it to you.\""""",None,8,,,,,,,
efc55faa,DLB,95.67,"This sentence contains Favoritism (i.e., Discrimination) as it suggests preferential treatment.","['Favoritism (i.e., Discrimination)']",1556,"""\""They will naturally be given free entrance to all Forum events.\""""",None,13,,,,,,,
e37ed162,None,95.23,This sentence does not contain any sign of destructive leadership.,None,303,"""\""It sounds as though his health has deteriorated significantly.\""""",None,11,,,,,,,
4e6df606,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1531,"""\""The English poet Donne said And therefore never send to know for whom the bell tolls it tolls for thee.\""""",None,22,,,,,,,
b5b0c7bf,None,93.12,This sentence does not contain any sign of destructive leadership.,None,372,"""\""Primarily for reasons of precedence he was unwilling to pursue this option which while it is disappointing to me I accept.\""""",None,23,,,,,,,
46e8b22b,None,93.12,This sentence does not contain any sign of destructive leadership.,None,741,"""\""Please let us know if youre at all interested.\""""",None,11,,,,,,,
73f06967,None,95.67,This sentence does not contain any sign of destructive leadership.,None,992,"""\""I can forward a proposed itinerary to you once received from the guides.\""""",None,15,,,,,,,
d8f0735e,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1375,"""\""I wanted to gain your assistance to point me to the most appropriate person I could interview at Enron.\""""",None,21,,,,,,,
5b094b23,None,93.12,This sentence does not contain any sign of destructive leadership.,None,2194,"""\""So with generators in the state just how many years would it take to complete one round of maintenance Also please note it does not apply to munis.\""""",None,30,,,,,,,
e44fe5d9,None,92.67,This sentence does not contain any sign of destructive leadership.,None,2259,"""\""To help you pass them I again include our plan for Houston see attached doc.\""""",None,17,,,,,,,
98e7f4f37b4e,DLB,99.99,This sentence contains Lack of professional decorum,['Lack of professional decorum'],367,"""\""(Which I am sure you learned in the sadist school you attended and graduated magna cum laude from, Bruce, you Nazi bastard).\""""",DLB,26,0.0,0.0,1.0,1.0,0.0,0.0,0.0
aaf7b685,None,95.67,This sentence does not contain any sign of destructive leadership.,None,889,"""\""Also on their new consumer site is a savings calculator.\""""",None,12,,,,,,,
645f3f8faf86,DLB,92.34,This sentence contains Lack of professional decorum,['Lack of professional decorum'],27,"""\""Why Scott Never Gets Invited To Parties If you have Windows Media Player find out why I dont get invited to many parties.\""""",DLB,25,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83afddd0,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1815,"""\""Sorry I took so long to respond but if they are still interested I would like to learn more about it.\""""",None,23,,,,,,,
31dac86d,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1239,"""\""Your approval is required for Joannie Williamson to attend the following class.\""""",None,14,,,,,,,
a8f84ac1,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1354,"""\""However the latest Ive heard is that he intends to attend due in large part to your commitment to be there.\""""",None,23,,,,,,,
018569ec,DLB,95.67,This sentence contains Narcissistic Expressions,['Narcissistic Expressions'],1723,"""\""Id like to think I would have been on the airplane to San Francisco every other week and on the other weeks the CPUC would have bee n on a plane to Washington.\""""",None,35,,,,,,,
e1c69099b06f,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],30,"""\""She thought TuPac Shakur was a Jewish holiday\""""",DLB,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ccb9a181,None,93.12,This sentence does not contain any sign of destructive leadership.,None,909,"""\""Because of the format attendance is limited.\""""",None,9,,,,,,,
1da4cae0,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1036,"""\""In his most recent position he oversaw a portfolio of five different companies whose more than employees last year generated billion in annual volume.\""""",None,26,,,,,,,
340311b5e220,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],430,"""\""If his common law wife is spending $100 per month, how much money will be left when he gets out of prison and how many years will he get for killing the bitch that spent his money\""""",DLB,41,0.0,0.0,1.0,1.0,0.0,0.0,1.0
a4982af0,None,97.23,This sentence does not contain any sign of destructive leadership.,None,1567,"""\""Times staff writer Nancy Rivera Brooks in Los Angeles contributed to this story.\""""",None,15,,,,,,,
d7bb3a2b,None,95.67,This sentence does not contain any sign of destructive leadership.,None,796,"""\""Thanks very much Jeff SEC Doc Draft short.doc SEC Doc Draft short.doc\""""",None,18,,,,,,,
f2c03af8,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1223,"""\""We will be doing this by conference call and once we set a time to talk with you will give you the number to call.\""""",None,27,,,,,,,
7d28bf1e,None,93.12,This sentence does not contain any sign of destructive leadership.,None,2054,"""\""Hes been gone for three years.\""""",None,8,,,,,,,
